"SchoolId","SchoolName","SchoolNumber","Enrollment","School Type","ConferencePrim","MainPhone","AthFax","Colors","Nickname","Website","Address1","Address2","City","State","ZipCode","IHSAADistrict","IIAAADistrict","SchoolTwitterId","AthleticDepartmentTwitterId"
"844e46a1-05a6-44ba-a647-9e19395cf2ff","Avon","11","3455","Public","Hoosier Crossroads","317-544-5050","317-544-5007","Black & Gold","Orioles","http://www.avon-schools.org","7575 E County Rd 150 S","","Avon","IN","46123","2","3","","Orioles_AD"
"7b538185-c65b-4553-99d3-8aa7b10fb671","Barr-Reeve","12","282","Public","Blue Chip","812-486-3265","812-486-2829","Black, White & Red","Vikings","http://www.barr.k12.in.us","627 N. 3rd St.","","Montgomery","IN","47558","3","6","@BR_Schools","@BarrReeveSports"
"17edccec-1de6-405b-a046-8565093815c9","Batesville","13","693","Public","Eastern Indiana","812-934-4384","","Royal Blue & White","Bulldogs","http://www.batesville.k12.in.us/bhs/","1 Bulldog Blvd.","","Batesville","IN","47006","3","4","",""
"cfcc3946-3a34-4eba-a2b9-f48f8016c730","Bedford North Lawrence","14","1206","Public","Hoosier Hills","812-279-6444","812-277-3610","Red, White & Blue","Stars","http://bnlhs.nlcs.k12.in.us","595 Stars Blvd.","","Bedford","IN","47421","3","5","",""
"a369f1a8-99fe-4992-9854-7b5e3f08e6bc","Beech Grove","15","933","Public","Indiana Crossroads","317-786-1447","317-781-2920","Black, Orange &  White","Hornets","http://www.bgcs.k12.in.us","5330 Hornet Avenue ","","Beech Grove","IN","46107","2","3","","@thehivebghs"
"716debf7-a60c-41a4-a647-1e30f09ed54d","Believe Circle City","474","240","Charter","Independent","317-296-1954","","Gold and Black","Cyclones","https://circlecity.believeschools.org/","2540 N. Capitol Avenue","","Indianapolis","IN","46208","2","3","",""
"33a81449-6d33-4df3-84b7-47826f5e49ee","Bellmont","16","673","Public","Northeast 8","260-724-7121","","Navy, Crimson, & White","Braves","http://www.nadams.k12.in.us","1000 E. North Adams Drive","","Decatur","IN","46733","1","2","","@Bellmont AD"
"145bfd0f-bf59-41a1-b9ee-d533d18a3aee","Ben Davis","17","4259","Public","Metropolitan","317-988-7182","317-988-7001","Purple & White, Black Trim","Giants","http://www.wayne.k12.in.us","1200 N. Girls School Rd.","","Indianapolis","IN","46214","2","3","@BenDavis HS","@GiantAthletics"
"51b810c0-3a43-43f1-9675-51feda0e1f90","Benton Central","18","524","Public","Hoosier","765-884-2233","765-884-8445","Green & Gold","Bison","http://www.benton.k12.in.us","4241 E. 300 S.","","Oxford","IN","47971","2","1","","@BC_BisonAD"
"8f28f3ce-78ea-400b-9883-4d3da5659d5c","Bethany Christian","19","125","Private","Hoosier Plains","574-534-2567","","Royal Blue & White","Bruins","http://www.bethanycs.net","2904 S. Main St.","","Goshen","IN","46526","1","2","","@bethany_bruins"
"b2b6f43e-4a1a-4540-90bf-6c51b0d156ce","Bethesda Christian","404","179","Private","Pioneer","317-858-2820","","Red, White & Black","Patriots","http://www.bethesdaschools.org","7858 N. County Road 650 E.","","Brownsburg","IN","46112","2","3","","@BCS_Patriots"
"132c66a9-1745-483f-8ae2-ea494b53f6d6","Blackford","20","427","Public","Central Indiana","765-348-7560","765-348-7568","Red, Black & White","Bruins","http://www.bcs.k12.in.us","2392 N State Road 3","","Hartford City","IN","47348","2","2","","@BlackfordBruins"
"84a7d22a-0cc5-4be6-93f7-875b11bf5a10","Bloomfield","21","207","Public","Southwestern Indiana","812-384-4550","812-384-1422","Cardinal Red & White","Cardinals","http://jrshs.bloomfield.k12.in.us","501 W. Spring St.","","Bloomfield","IN","47424","3","6","",""
"af5dde7f-b1e6-456e-aefd-1a85c62d88ea","Bloomington North","22","1486","Public","Conference Indiana","812-330-7724","812-349-4735","Maroon & Gold","Cougars","http://www.mccsc.edu/bloomingtonhsn","3901 N. Kinser Pike","","Bloomington","IN","47404","3","5","@BHSNCougars","@BHSNathletics"
"75dba9e0-70b6-40d4-94b8-5c43e7ae2849","Bloomington South","23","2028","Public","Conference Indiana","812-330-7714","812-330-7816","Purple & White","Panthers","https://www.bhsspanthers.com","1965 S. Walnut St.","","Bloomington","IN","47401","3","5","@bhsspanthers","@BHSS_Athletics"
"26a448c8-2bd9-48f1-b978-a9916dcb01bb","Blue River Valley","24","199","Public","Mid-Eastern","765-836-4811","","Navy Blue & Red","Vikings","https://brv.k12.in.us/","4741 Viking Trail","","New Castle","IN","47362","2","4","brvathletics","@brvathletics"
"65a0943e-f72f-468f-9770-5e89395a92e5","Bluffton","25","506","Public","Allen County","260-824-3724","260-824-6001","Black & Crimson","Tigers","http://www.bhmsd.org/hs","1 Tiger Trail","","Bluffton","IN","46714","1","2","","@blufftontigers"
"eaf1ba46-6a78-4120-9a82-91814deceefa","Boone Grove","26","433","Public","Porter County","219-306-8600","219-306-8659","Royal Blue & White","Wolves","http://boonegroveathletics.com","260 S. 500 W.","","Valparaiso","IN","46385","1","1","","@BGWolvesSports"
"94e59b65-b7e6-46f2-9f64-ec6273731c34","Boonville","27","877","Public","Pocket","812-897-2040","812-897-6061","Black & Vegas Gold","Pioneers","http://www.boonvilleathletics.com","300 N. 1st St.","","Boonville","IN","47601","3","6","","@bhsathletics"
"8bcbad20-453e-4c94-833f-1d6bb7d8957f","Borden","28","200","Public","Southern","812-967-2087","","Red & Black","Braves","http://www.bhsc.school","P.O. Box 260","","Borden","IN","47106","3","5","@BordenJrSrHigh","@bordenathletics"
"dee1fe10-a36f-4d31-8e01-8fae71dd5bfd","Bowman Leadership Academy","417","277","Charter","Independent","219-944-3100","","Maroon, Grey & White","Eagles","https://www.phalenacademies.org/TheaBowman","3401 West 5th Avenue","","Gary","IN","46406","1","1","https://twitter.com/theabowmank12",""
"af3980ab-8470-4268-b382-2dc84ed039a2","Brebeuf Jesuit Preparatory","29","828","Private","Circle City","317-524-7175","","Maroon & Gold","Braves","https://brebeuf.org/","2801 W. 86th St.","","Indianapolis","IN","46268","2","3","BrebeufJesuit","Brebeufsports"
"5ae04a62-8f5c-4e14-b58f-fef286400c34","Bremen","30","465","Public","Indiana Northern (INSC)","574-546-3511","574-546-5477","Kelly Green & White","Lions","http://www.bremenathletics.com/","511 W. Grant St.","","Bremen","IN","46506","1","2","@bremensports","@BremenSports"
"62a3cb46-eaa3-49a9-ab99-cb3efd81d247","Brown County","31","477","Public","Western Indiana","812-988-5408","812-988-5422","Royal Blue & Gold ","Eagles","http://www.browncountyathletics.com","235 Schoolhouse Lane","PO Box 68","Nashville","IN","47448","3","5","","@BC_Athletics1"
"749ce13a-616f-4f04-bdee-fe061e3d68dc","Brownsburg","32","3474","Public","Hoosier Crossroads","317-852-2258","","Purple & White","Bulldogs","http://www.brownsburgbulldogs.com","1000 S. Odell St.","","Brownsburg","IN","46112","2","3","@bhsprincipals","@bhsdogs"
"762be518-b0fa-4d8e-beb6-7abd21d22aec","Brownstown Central","33","451","Public","Mid-Southern","812-358-3453","812-358-5551","Red, Black, & White","Braves/Lady Braves","https://hs.btownccs.k12.in.us/","500 N. Elm St","","Brownstown","IN","47220","3","5","@BravesBCHS","@bchsathletics23"
"ee0825d7-1abb-4dac-aa68-be55e201e63b","Calumet","34","660","Public","Greater South Shore","219-838-6990","219-989-7846","Red & White","Warriors","http://www.lakeridge.k12.in.us.com","3900 Calhoun St.","","Gary","IN","46408","1","1","","@Cntwarriors"
"bee4301e-4585-4b35-9fe8-1e9f450ecafe","Cambridge City Lincoln","35","247","Public","Tri-Eastern","765-478-5916","","Royal Blue & Gold","Golden Eagles","http://www.wwayne.k12.in.us","205 East Parkway Drive","","Cambridge City","IN","47327","3","4","","@LHSGoldenEagles"
"5baef23b-3663-493c-8a85-af2f0e23496e","Cannelton","36","69","Public","Southern Roads","812-547-3296","812-547-4142","Black & Gold","Bulldogs","http://www.cannelton.k12.in.us","109 3rd St.","","Cannelton","IN","47520","3","5","",""
"1571e12f-5f4f-4326-b8b1-bbf8d69475f5","Career Academy","434","507","Charter","Hoosier Plains","574-299-9800","574-288-6125","Royal/Orange","Trailblazers","www.careeracademysb.com","3801 Crescent Circle Dr.","","South Bend","IN","46628","1","2","@CareerAcademySB",""
"242f454c-7b98-4e0f-a1e8-e249a4d133fb","Carmel","37","5216","Public","Independent","317-846-7721","","Blue & Gold","Greyhounds","http://www.carmelgreyhounds.com","520 East Main Street","","Carmel","IN","46032","2","3","","@carmelathletics"
"c3f70aa1-483e-4a10-9c57-cad287c1e34b","Carroll (Flora)","38","295","Public","Hoosier Heartland","574-967-4157","","Royal Blue & White","Cougars","http://www.carroll.k12.in.us/","2362 E State Road 18","","Flora","IN","46929","2","1","","@CarrollJrSrHigh"
"074004ec-86d0-4858-ab89-8d003e7811a0","Carroll (Fort Wayne)","39","2652","Public","Independent","260-338-5334","","Royal Blue & White","Chargers","https://ch.nacs.k12.in.us/","3701 Carroll Rd.","","Fort Wayne","IN","46818","1","2","","@carrollchargers"
"3dc5ae04-93f9-40d1-be60-4b894253bd16","Cascade","40","526","Public","Monon","317-539-9315","317-539-9350","Columbia Blue & Black","Cadets","http://www.mccsc.k12.in.us","6565 S County Rd 200 W","","Clayton","IN","46118","2","3","","@cadethletics"
"8dece32e-8344-4893-8bff-d3caab758070","Castle","42","1901","Public","Southern Indiana","812-853-3331","","Blue, White & Gold","Knights","www.castlehs.com","3344 Highway 261","","Newburgh","IN","47630","3","6","","@CastleAthletics"
"2cef4d47-ec91-4e31-b3a1-15096f25ca66","Caston","43","260","Public","Hoosier North","574-598-8000","574-598-8002","Red, White & Royal Blue","Comets/Lady Comets","http://www.caston.k12.in.us","9815 S State Road 25","","Rochester","IN","46975","1","1","","@castoncomets1"
"15d6b2fd-1671-4c56-a5f3-364576273b74","Center Grove","44","3065","Public","Independent","317-881-0581","","Red & White","Trojans","http://www.centergrove.k12.in.us/cghs","2717 S. Morgantown Road","","Greenwood","IN","46143","3","4","@CenterGroveHS","@CGTrojansAD"
"ad0200be-848c-4365-9169-89b85265e1a5","Centerville","45","518","Public","Tri-Eastern","765-855-3481","765-855-3484","Royal Blue & White","Bulldogs","http://www.centerville.k12.in.us","507 Willow Grove Road","","Centerville","IN","47330","3","4","","@bulldogs_c"
"a9578a5e-19ae-4aa0-9fb2-a13c2d2d9594","Central Christian Academy","421","59","Private","Greater Indianapolis","317-788-1587","317-781-4758","red/white/blue","Chargers","https://ccachargers.org/","2565  Villa Avenue","","Indianapolis","IN","46203","2","3","","@ChargerAthletic"
"059640e6-7d78-44de-a286-725cfb2888e3","Central Noble","46","364","Public","Northeast Corner","260-636-2117","","Burgundy & White","Cougars","http://www.centralnoble.k12.in.us","302 Cougar Ct.","","Albion","IN","46701","1","2","","@CNobleAthletics"
"75c9ec18-3ce5-4ba0-ba71-b33c32043919","Charlestown","47","790","Public","Mid-Southern","812-256-3328","","Royal Blue & White","Pirates/Lady Pirates","http://www.gcs.k12.in.us/chs","1 Pirate Place","","Charlestown","IN","47111","3","5","",""
"3d3d1dce-e7f4-4143-93d1-076f47eb3a54","Chesterton","48","1927","Public","Duneland","219-983-3730","219-983-3771","Maroon & Gold","Trojans","https://chestertontrojans.com/","2125 S. 11th St.","","Chesterton","IN","46304","1","1","@ChestertonHS","@CHS__Trojans"
"975e832b-f2a1-4b50-8f16-a766883f7469","Christel House","435","501","Charter","Greater Indianapolis","317-783-4690","","Navy and Red","Eagles","www.cheagles.org","2405 South Madison Av","","Indianapolis","IN","46225","2","3","@ChristelHouse","@CHA_Athletics"
"0379ddc1-24fa-4f7a-815a-6e49710b9f46","Christian Academy of Indiana","130","320","Private","Independent","812-944-6200","","Blue & Yellow","Warriors","http://www.caschools.us","1000 Academy Drive","","New Albany","IN","47150","3","5","@christianacad","@CAWarriorNation"
"61bbf713-bf4a-4b31-8369-99a2d3bc0433","Churubusco","49","355","Public","Northeast Corner","260-693-2131","","Old Gold & Black","Eagles","https://buscoeagles.com/","1 Eagle Dr.","","Churubusco","IN","46723","1","2","@Busco_CJSHS","@buscosports"
"0558140c-27a2-4d33-9a6b-381fe566aac3","Clarksville","50","397","Public","Independent","812-282-8231","812-280-5013","Black & White","Generals","http://www.clarksvilleschools.org","800 Dr Dot Lewis Drive","","Clarksville","IN","47129","3","5","@ClarksvilleSchs","@CCSCAthletics"
"fefdb09f-ab5f-497f-ade6-fada519346d3","Clay City","51","229","Public","Southwestern Indiana","812-939-2154","","Purple & White","Eels","http://www.claycityeels.com","601 Lankford St.","","Clay City","IN","47841","3","3","@claycityeels","@claycityeels"
"784839ec-da83-46fd-8527-5d6a38a5647d","Clinton Central","52","247","Public","Hoosier Heartland","765-249-2255","","Kelly Green & White","Bulldogs","www.clintoncentral.org","P.O. Box 178","815 N SR 29","Michigantown","IN","46057","2","3","","@CCAthleticDept"
"056337f8-c9fc-4d2e-989c-f9fb25ae81b8","Clinton Prairie","53","325","Public","Hoosier Heartland","765-659-3305","","Red & Black","Gophers","http://hs.clintonprairie.com","2400 South County Road 450 West","","Frankfort","IN","46041","2","3","@CPHSGophers","@GopherAD"
"c775cf25-350e-4f27-9e3d-4ef511070650","Cloverdale","54","343","Public","Western Indiana","765-795-4203","765-795-4381","Kelly Green & White","Clovers","www.cloverathletics.com","205 Market St","","Cloverdale","IN","46120","2","3","@CdaleClovers","@cloverathletics"
"6cfb3512-9652-456c-b6ab-97e03b5be715","Columbia City","55","1189","Public","Northeast 8","260-244-6136","260-244-7039","Maroon & Old Gold","Eagles","http://www.wccsonline.com","1600 S State Road 9","","Columbia City","IN","46725","1","2","",""
"c6448e04-72c6-4664-8b61-5e2bb527f0f6","Columbus East","56","1295","Public","Hoosier Hills","812-376-4369","812-376-4334","Orange & Brown","Olympians","http://www.bcsc.k12.in.us","230 S. Marr Rd.","","Columbus","IN","47201","3","4","@ColumbusEastHS","@cehsathletic"
"c441620e-6d5b-4715-9198-590953135151","Columbus North","57","2025","Public","Independent","812-376-4265","812-376-4291","Royal Blue & White","Bull Dogs","http://www.columbusnorthathletics.org","1400 25th St.","","Columbus","IN","47201","3","4","","@BulldogsCN"
"f55eecd3-bbc0-4912-86bb-d0c3c9bbf21d","Concord","58","1699","Public","Northern Lakes","574-875-6524","574-875-0103","Kelly Green & White","Minutemen","http://www.concordhsathletics.com","59117 Minuteman Way","","Elkhart","IN","46517","1","2","@minutemenchs","@cminutemen"
"c97c71e3-c073-45f5-b9be-0d17a1cb6955","Connersville","59","888","Public","Eastern Indiana","765-825-2900","765-827-0238","Red & White","Spartans","http://www.connersvilleathletics.com","1100 Spartan Dr.","","Connersville","IN","47331","3","4","","@cvillespartans"
"4308948b-5b1b-4f53-92fa-65a4fcb6056b","Corydon Central","60","763","Public","Mid-Southern","812-738-6155","812-738-1145","Black & Old Gold","Panthers","https://www.shcsc.k12.in.us/corydon-central-high/","375 Country Club Rd.","","Corydon","IN","47112","3","5","","@CorydonPanthers"
"87b2b0cf-a169-43f0-af37-b798078d7c89","Covenant Christian","5","419","Private","Indiana Crossroads","317-390-0202","317-390-6823","Forest Green & Maroon","Warriors","http://www.covenantchristian.org","7525 W. 21st St.","","Indianapolis","IN","46214","2","3","@cchsindy","@athletics4CCHS"
"d68c7b1c-3b42-4a96-b457-6f5169307bd4","Covington","61","254","Public","Wabash River","765-793-2286","","Black & Gold","Trojans","http://www.covington.k12.in.us","1017 6th St.","","Covington","IN","47932","2","3","@ccsctrojans1","@TrojanSportsAD"
"6bc0fd4d-26c5-460c-8c61-9439e170793f","Cowan","62","210","Public","Mid-Eastern","765-289-7128","765-741-5954","Black & Gold","Blackhawks","http://www.cowan.k12.in.us","9401 S. Nottingham St.","","Muncie","IN","47302","2","4","@CowanBlackhawks","@Cowan_Athletics"
"a20db771-623d-4f24-a716-b04828d87698","Crawford County","63","376","Public","Patoka Lake","812-365-2125","812-365-2127","Burnt Orange & Brown","Wolfpack","http://www.cccs.k12.in.us","1130 S. State Road 66","","Marengo","IN","47140","3","5","",""
"767f80a2-1158-4b37-8b36-47b8ed8628a1","Crawfordsville","64","686","Public","Monon","765-362-2340","","Royal Blue & Yellow Gold","Athenians","http://www.cville.k12.in.us","1 Athenian Dr.","","Crawfordsville","IN","47933","2","3","","@cvillead"
"080a8827-be2c-4a0b-ad14-1be1d3de7ee3","Crothersville","65","119","Public","Southern","812-793-2051","","Red & White","Tigers","http://www.crothersville.k12.in.us","109 S. Preston St.","","Crothersville","IN","47229","3","5","",""
"83d3da36-24e4-46fa-b610-b2accd5f4aa5","Crown Point","66","3035","Public","Duneland","219-663-4885","219-662-5666","Red & White","Bulldogs","crownpointathletics.com","1500 South Main Street","","Crown Point","IN","46307","1","1","@CPHSSports","@CPHSSports"
"1b33f249-1c04-4a1a-86bf-f16139b78aac","Culver Academies","68","831","Private","Independent","574-842-8394","574-842-8092","Maroon & White","Eagles","https://www.culver.org","1300 Academy Rd. #147","","Culver","IN","46511","1","2","culver.org","culver.org/athletics"
"d39e5a10-47a9-479e-88f2-9481167319c4","Culver Community","67","233","Public","Hoosier North","574-842-3391","","Black & Orange","Cavaliers","http://www.culver.k12.in.us","701 School St.","700 School St.","Culver","IN","46511","1","2","@CulverMhs","@AthleticsCulver"
"4903fe5a-5793-465a-8299-1fde66201588","Daleville","69","300","Public","Mid-Eastern","765-378-3371","","Black & Vegas Gold","Broncos","https://dalevilleathletics.com/","8400 S. Bronco Dr.","","Daleville","IN","47334","2","4","Daleville Jr/Sr High School","@DHS_Broncos"
"31f81a75-1a8a-483b-bbde-30cef80ccbcc","Danville Community","70","956","Public","Sagamore","317-745-3929","317-745-3911","Crimson & Gray","Warriors","http://www.danvillewarriors.com","100 Warrior Way","","Danville","IN","46122","2","3","","@dchswarriors"
"f441a0ac-8d13-4adf-8975-560a35738384","Decatur Central","71","1821","Public","Mid-State","317-856-5288","317-856-2196","Navy Blue & Vegas Gold","Hawks","http://www.dchawks.com","5251 Kentucky Ave.","","Indianapolis","IN","46221","2","3","@MSDDecatur","@DCHS_Athletics"
"3b7baace-fdf7-4d42-b547-dbb605ff86df","DeKalb","72","967","Public","Northeast 8","260-920-1012","260-837-7841","Red, Black, & White","Barons","http://www.dekalbcentral.net","3424 C.R. 427","","Waterloo","IN","46793","1","2","@DeKalbHS","@BaronAthletics "
"f1b9539a-dd03-4e6d-8ffe-cd58236cbb25","Delphi Community","73","396","Public","Hoosier Heartland","765-564-3481","","Black & Vegas Gold","Oracles","http://www.delphioracleathletics.com","301 Armory Rd.","","Delphi","IN","46923","2","1","","@delphiathletics"
"c465a7e0-4abb-42f4-98c7-eba7841ed773","Delta","74","840","Public","Hoosier Heritage","765-288-5597","","Navy, Gold & White","Eagles","www.deltaeaglesports.com","3400 E. State Road 28","","Muncie","IN","47303","2","4","@GossettJoey","@DeltaEagles_"
"2760b55d-ca90-441e-8657-ea85d2cff117","DeMotte Christian","419","155","Private","Midwest","219-987-7651","219-987-7652","Royal Blue and White","Knights","https://www.demottechristianschools.org/","P.O. Box 430 (mail)","","DeMotte","IN","46310","1","1","",""
"5de28470-06f6-42bf-9d42-e23ef18265e6","Dugger Union","446","194","Charter","Independent","812-648-7109","","Black & Gold","Bulldogs","http://www.duggerunionschools.org","7356 E Co Rd 50 S","","Dugger","IN","47848","3","6","",""
"cc355aa9-27df-4895-b655-508fed4e021c","East Central","76","1240","Public","Eastern Indiana","812-576-4811","812-576-3029","Red, White, & Black","Trojans","https://ectrojansathletics.com/","1 Trojan Place Suite A","","St. Leon","IN","47012","3","4","EastCentralHS","ECTrojanSports"
"8a6e0476-9d51-49a4-aaa1-6014d8dba19d","East Chicago Central","77","1127","Public","Great Lakes","219-391-4100","219-391-4049","Red, Navy Blue & Silver","Cardinals","www.eastchicagocentralathletics.com","1100 W. Columbus Dr.","","East Chicago","IN","46312","1","1","",""
"1399a416-ab45-40e6-a8b1-13ae17ab8905","East Noble","82","955","Public","Northeast 8","260-347-7166","","Royal Blue, Gold & White","Knights","https://www.eastnobleknights.com/","901 S. Garden St.","","Kendallville","IN","46755","1","2","","@ENKnights"
"6303949a-f06d-4da7-bbaa-9a86bc16b6d9","Eastbrook","75","516","Public","Central Indiana","765-664-1214","765-664-1216","Red & Black","Panthers","eastbrookathletics.com","560 S 900 E","","Marion","IN","46953","2","2","@ECSC_Panthers","@EHS_Panthers"
"8ce08e53-0aed-4968-ae05-3f90f8151291","Eastern (Greentown)","79","505","Public","Hoosier Heartland","765-628-3333","765-628-5021","Green & Gold","Comets","www.eastern.k12.in.us","421 S. Harrison St.","","Greentown","IN","46936","2","2","@EasternHSComets","@Comets_AD"
"999adaa6-9062-41bf-9a98-1b333c83cb95","Eastern (Pekin)","80","400","Public","Mid-Southern","812-967-3931","812-967-5775","Purple & Gold","Musketeers","www.ewsc.k12.in.us","1100 N. Eastern School Rd. E-3","","Pekin","IN","47165","3","5","","Eastern_AD"
"f1f83557-3edb-41e7-80a7-a8aab4ff5df3","Eastern Greene","78","352","Public","Southwestern Indiana","812-825-5621","812-825-6661","Red, White & Black","Thunderbirds","www.egreene.k12.in.us","11064 East State Road 54","","Bloomfield","IN","47424","3","6","@EGS_Tbirds","@EG_Athletics"
"05983492-9c72-4d60-9cb1-afafec302733","Eastern Hancock","81","417","Public","Mid-Eastern","317-467-0095","","Royal Blue & White","Royals","www.ehathletics.org ","10320 E. CR 250 N.","","Charlottesville","IN","46117","2","4","","@ehroyals"
"5648cdc4-0164-4226-aeef-e3de21c3478c","Eastside","83","384","Public","Northeast Corner","260-868-2186","","Kelly Green & White","Blazers","www.eastsideblazers.net","603 E. Green St.","","Butler","IN","46721","1","2","","@BlazersEastside"
"66e6e9e8-0b86-47ca-b4fe-d61cb27c4b3f","Edgewood","84","773","Public","Western Indiana","812-876-2277","812-876-9163","Black,White & Red","Mustangs","https://rbbschools.net/","601 Edgewood Dr.","","Ellettsville","IN","47429","3","5","@EHSMustangs","@edgewood_stangs"
"bd3b1f2d-027d-46a5-9ed5-654f2130ad74","Edinburgh","85","219","Public","Mid-Hoosier","812-526-5501","812-526-3439","Black, White and Red","Lancers","www.ecsc.k12.in.us","300 S. Keeley St.","","Edinburgh","IN","46124","3","4","","@Eburghathletics"
"dbdc1eba-bc4d-4e9d-9e94-76e67a05b98e","Elkhart","466","2977","Public","Northern Indiana","574-262-5633","574-262-5925","Royal Blue and Vegas Gold","Lions","https://athletics.elkhart.k12.in.us/","2608 California Rd","","Elkhart","IN","46514","1","2","","@ElkhartHSSports"
"3f1d8177-cf04-4541-8047-29cfe30eb6b6","Elkhart Christian Academy","392","204","Private","Hoosier Plains","574-293-1609","","Purple & White","Eagles","www.ecaathletics.org","25943 CR 22 East","","Elkhart","IN","46517","1","2","","EaglesofECA"
"cede6425-1526-475f-b0bc-9e6d0e7a38f0","Elwood Community","88","432","Public","Central Indiana","765-552-9854","765-552-1044","Red & Royal","Panthers","www.elwood.k12.in.us","1137 N. 19th St.","","Elwood","IN","46036","2","4","@elwood_hs","@elwoodpanthers1"
"c62779f1-24d2-441b-87cf-c4fb45c5a375","Eminence","89","98","Public","Greater Indianapolis","765-528-2222","","Red, White & Blue","Eels","www.eminenceeels.com","PO Box 105","","Eminence","IN","46125","3","3","",""
"c5a985d8-4916-4ce1-8bdb-9f082f66a6a3","Evansville Bosse","90","833","Public","Southern Indiana","812-476-6122","812-435-8890","Scarlet & Gray","Bulldogs","www.evsck12.com","1300 Washington Ave.","","Evansville","IN","47714","3","6","",""
"1e548e85-1b3e-4108-bdd7-3aa839fddcb8","Evansville Central","91","1038","Public","Southern Indiana","812-435-8295","812-435-8564","Gold & Brown","Bears","www.evscschools.com/Central","5400 First Ave.","","Evansville","IN","47710","3","6","",""
"2940f719-1190-41e0-904e-b55a59eb735f","Evansville Christian","445","267","Private","Independent","812-477-7777","","Royal Blue/Yellow","Eagles","https://evansvillechristian.org/","10644 Lincoln Ave.","","Newburgh","IN","47630","3","6","","@ECS_Athletics_"
"fa576cb3-4845-4214-bc3e-449d77b71cdd","Evansville Day","92","66","Private","Independent","812-469-3338","","Navy & Gold","Eagles","www.evansvilledayschool.org","3400 N. Green River Rd.","","Evansville","IN","47715","3","6","",""
"43ed8a32-eeb9-45d6-a82e-5cff4951f80e","Evansville F.J. Reitz","96","1302","Public","Southern Indiana","812-435-8211","812-435-8879","Blue & Gray","Panthers","www.evscschools.com/reitz","350 Dreier Blvd.","","Evansville","IN","47712","3","6","","reitz"
"4266ead9-1607-42fa-a7de-351a376718fc","Evansville Harrison","93","1335","Public","Southern Indiana","812-477-1046","812-435-8891","Red, Black & White","Warriors","www.evansvilleharrisonathletics.com","211 Fielding Rd.","","Evansville","IN","47715","3","6","@EVSCHarrison","@HHS_Warriors"
"c660cded-0a68-46dd-bbf4-359690af2ce9","Evansville Mater Dei","94","547","Private","Southern Indiana","812-426-2258","","Red & Gold","Wildcats","www.materdeiwildcats.com","1300 Harmony Way","","Evansville","IN","47720","3","6","","@materdeisports"
